POINTID,Coarse,Clay,Silt,Sand,pH_CaCl2,pH_H2O,OC,CaCO3,N,P,K,CEC,EC
56842716,NaN,29.00005,10.00005,61.00005,5.4,6.205,8.55,5e-05,0.9,10.30005,165.5,NaN,0.6605
53642722,12.00005,6.00005,84.00005,10.00005,7.35,7.73,41.55,47,4.4,8.80005,248.7,NaN,3.023
53782698,42.00005,82.00005,12.00005,6.00005,5.9,6.425,29.4,5e-05,2.75,40.55,451.7,NaN,1.3735
57622520,22.00005,35.00005,50.00005,15.00005,7.35,7.745,36,488.5,3.9,8.40005,548.55,NaN,1.9265
53822714,32.00005,67.00005,28.00005,5.00005,7.35,7.89,24.3,23,2.7,5.00005,366.45,NaN,1.9135
55582684,1.00005,35.00005,33.00005,32.00005,5.55,5.91,12.6,5e-05,1.4,53.9,441.5,NaN,1.512
56642566,NaN,14.00005,62.00005,24.00005,7.55,7.94,19.3,43,2.05,8.05,173.85,NaN,1.7355
55182486,22.00005,57.00005,32.00005,11.00005,5.2,5.675,26.2,5e-05,2.35,11.3,250.6,NaN,0.884
55062852,40.00005,51.00005,41.00005,8.00005,5.15,5.685,24.7,5e-05,2.65,7.80005,176.9,NaN,1.7065
54922568,9.00005,18.00005,10.00005,72.00005,5.15,5.59,11.95,5e-05,1.6,7.60005,51.65,NaN,1.89
51222616,NaN,31.00005,56.00005,13.00005,7.6,7.815,22.85,105,2.05,11.55,555.9,NaN,3.14
55762518,52.00005,77.00005,19.00005,4.00005,5.35,5.92,17.4,5e-05,1.9,12,200.85,NaN,1.175
56862754,NaN,37.00005,5.00005,58.00005,5.3,5.935,17.55,1.00005,1.55,30.95,209.35,NaN,0.551
52242596,43.00005,40.00005,40.00005,20.00005,4.9,5.5,12.5,5e-05,1.35,8.90005,164.1,NaN,1.635
56502718,9.00005,53.00005,21.00005,26.00005,6.3,6.505,21.15,1,2.25,86.1,760.5,NaN,1.7095
51922542,37.00005,52.00005,10.00005,38.00005,5.9,6.24,14,5e-05,1.5,15.65,161.45,NaN,1.651
53522708,30.00005,47.00005,32.00005,21.00005,4.55,5.22,25.1,5e-05,2.35,12.90005,143.15,NaN,1.289
54802440,1.00005,55.00005,26.00005,19.00005,5.85,6.39,14.25,5e-05,1.4,5.5,213.75,NaN,0.6965
53162784,6.00005,30.00005,21.00005,49.00005,5.7,6.245,12.45,5e-05,1.35,5.90005,108.15,NaN,0.4635
55742494,NaN,72.00005,22.00005,6.00005,5.25,5.77,14.6,5e-05,1.6,17.5,170.2,NaN,0.668
