Predictor,MeanOOBImportance,StdOOBImportance
N,2.67180711356315,0.496965378317775
K,2.28851269544379,0.127468071567514
pH_H2O,2.10811340657776,0.1030787681319
pH_CaCl2,1.89901188688406,0.0939141074496636
OC,1.62189927164898,0.389291616977178
P,1.56813282932341,0.0778328683237921
Clay,1.18036793818598,0.0698480672290409
Silt,1.17588430591227,0.139496491734268
Sand,0.923766675597042,0.139758530584188
Coarse,0.519642787705906,0.0396993991863948
