ECBin,RMSE_log10,MAE_log10,MAE_Sm,MeanLogResidual
"[0.173, 1.37]",0.139291479131873,0.111951116603932,0.249610568162078,0.0997504893220268
"[1.37, 2.19]",0.0800522101926628,0.0595005722817198,0.255036466672503,0.032667427414277
"[2.19, 60]",0.146484002848287,0.109825955051555,1.36753678409951,-0.0862783367323176
