A,B,M,N,K,geomTerm,distAB,distMN,centroidSep
11,31,7,29,-169.808565837749,-0.0370015804337168,3.07946635666591,4.58824721369626,8.54680755960679
11,31,12,17,26.9970318482889,0.232736151977308,3.07946635666591,4.2127193194899,2.95156500192632
11,31,17,21,-77.2578691796282,-0.0813274475972265,3.07946635666591,4.66020229698187,6.17478165835567
11,31,17,30,-108.09604065672,-0.0581259523383756,3.07946635666591,3.60514940974173,6.48454855740371
11,31,21,30,270.809499003418,0.0232014952588509,3.07946635666591,4.92146648793748,7.78909156110786
12,17,5,30,56.2022268585806,0.111796020520499,4.2127193194899,5.94469822264076,8.08259543012767
12,17,7,21,-23.4691437813331,-0.267721113548978,4.2127193194899,5.42562187282356,3.84208130730426
12,17,7,29,-23.3364876215795,-0.269242973024333,4.2127193194899,4.58824721369626,6.41484357017492
12,17,11,31,26.9970318482889,0.232736151977308,4.2127193194899,3.07946635666591,2.95156500192632
12,17,21,26,-277.80893601526,-0.0226169301725933,4.2127193194899,3.00345253442047,6.6023825728169
12,17,21,30,70.7302145946486,0.0888331152844398,4.2127193194899,4.92146648793748,4.85825617393862
12,17,26,30,56.3766957780373,0.111450045457033,4.2127193194899,5.6030093003874,6.35907992486015
12,17,29,30,69.5388972647411,0.0903549747597939,4.2127193194899,3.8131663524578,7.09331311492498
12,21,5,30,106.101960973208,0.059218371173801,6.44921407072801,5.94469822264076,8.4912281478598
12,21,7,29,-4934.17146687779,-0.0012734023025664,6.44921407072801,4.58824721369626,7.02765737799763
12,21,7,31,-26.7467984124696,-0.234913547793081,6.44921407072801,5.23762639272563,4.1762888231699
12,21,11,17,18.4841751796102,0.339922406389577,6.44921407072801,5.86552230912925,3.18663214664562
12,21,11,31,41.498177617364,0.151408704380082,6.44921407072801,3.07946635666591,4.91700176221301
12,21,17,30,64.8003043664312,0.0969622807888306,6.44921407072801,3.60514940974173,4.15834571454101
12,21,17,31,-33.3301252917047,-0.188513702009496,6.44921407072801,3.8208355856408,3.67102577537424
12,21,26,30,-41.141408746467,-0.152721685975791,6.44921407072801,5.6030093003874,5.22557726833956
12,21,29,30,121.213153553762,0.0518358373078114,6.44921407072801,3.8131663524578,7.41953016415149
12,30,7,29,-40.5951833876526,-0.154776620841444,7.75058054714055,4.58824721369626,4.81719720043911
12,30,11,17,15.1648585987924,0.414325347397563,7.75058054714055,5.86552230912925,2.75239025311086
12,30,11,31,35.9840680565755,0.174610199638933,7.75058054714055,3.07946635666591,4.61502630838644
12,30,21,26,258.757827575036,0.0242821071967671,7.75058054714055,3.00345253442047,5.40865810441222
12,31,7,21,-108.000647619016,-0.058177292874615,2.95500049406933,5.42562187282356,5.73316964698013
12,31,7,29,-390.273240290531,-0.0160994520211076,2.95500049406933,4.58824721369626,7.75369772520709
12,31,17,21,-120.133176635454,-0.052301832708928,2.95500049406933,4.66020229698187,5.13295693634548
12,31,17,30,-428.296893007762,-0.0146701631736229,2.95500049406933,3.60514940974173,5.53783034341024
12,31,21,26,382.995511556136,0.0164053758271228,2.95500049406933,3.00345253442047,8.46456924492444
12,31,21,30,166.965361483228,0.037631669535305,2.95500049406933,4.92146648793748,6.7563572518758
12,31,26,30,296.009533909237,0.0212262937081822,2.95500049406933,5.6030093003874,8.25808138644519
12,31,29,30,-1413.16761265057,-0.00444617131820244,2.95500049406933,3.8131663524578,8.55703021875454
13,16,19,20,16.359543948886,0.384068487899837,7.26278900672563,2.68605560699049,3.51880551362586
13,20,16,27,13061.4622585047,0.000481047618009878,3.30759611847966,3.85273907422345,4.54787655263986
13,27,16,20,-63.7438382086555,-0.0985692967940299,3.41219452570742,5.89021460338846,3.22586834649946
14,25,8,9,-70.9680569230321,-0.0885354000038915,7.10277068571493,5.48838205375358,4.44736247553247
16,20,13,27,-63.7438382086555,-0.0985692967940299,5.89021460338846,3.41219452570742,3.22586834649946
16,20,19,27,-35.1712839886309,-0.178645320688622,5.89021460338846,4.1555926814575,3.2004727263428
16,27,13,20,13061.4622585047,0.000481047618009878,3.85273907422345,3.30759611847966,4.54787655263986
16,27,19,20,146.835205170119,0.0427907278768744,3.85273907422345,2.68605560699049,5.01951874458044
17,21,5,30,-119.502971039047,-0.0525776493466976,4.66020229698187,5.94469822264076,6.56943205285517
17,21,7,29,23.4473835602157,0.267969570721766,4.66020229698187,4.58824721369626,5.2563659534861
17,21,7,31,37.1743362240002,0.169019435056465,4.66020229698187,5.23762639272563,3.9046856882438
17,21,11,31,-77.2578691796282,-0.0813274475972265,4.66020229698187,3.07946635666591,6.17478165835567
17,21,12,31,-120.133176635454,-0.052301832708928,4.66020229698187,2.95500049406933,5.13295693634548
17,21,26,30,-23.7844725970513,-0.264171731432824,4.66020229698187,5.6030093003874,3.24235721027196
17,21,29,30,-163.118535948842,-0.0385191374519825,4.66020229698187,3.8131663524578,5.49112646707618
17,26,5,30,-79.5214424302843,-0.079012466514148,6.99457346805818,5.94469822264076,6.09123632884154
17,26,7,29,20.3833731086894,0.308250517403377,6.99457346805818,4.58824721369626,5.10388235829572
17,26,7,31,35.3460094318493,0.177762225727185,6.99457346805818,5.23762639272563,5.08225401517198
17,26,11,31,-75.1606751396245,-0.083596711917601,6.99457346805818,3.07946635666591,7.66586145748131
17,26,12,31,-175.036364392953,-0.0358964568818051,6.99457346805818,2.95500049406933,6.62467877333096
17,26,29,30,-101.047418930678,-0.0621805620932295,6.99457346805818,3.8131663524578,5.04930560128206
17,29,5,30,-17.2442999115707,-0.364363026588493,6.63666679704752,5.94469822264076,2.70104554333765
17,29,7,21,36.8672731765837,0.170427177434168,6.63666679704752,5.42562187282356,3.50325171339626
17,29,7,31,54.5999581900191,0.115076742097728,6.63666679704752,5.23762639272563,3.74328668761933
17,29,11,31,-94.2356224350381,-0.0666752672166085,6.63666679704752,3.07946635666591,7.59958313495116
17,29,12,31,-614.553043080566,-0.0102239918554205,6.63666679704752,2.95500049406933,6.77639549380255
17,29,21,26,89.0468277579451,0.0705604620106074,6.63666679704752,3.00345253442047,6.52284205876058
17,29,21,30,74.4069286128857,0.0844435514852239,6.63666679704752,4.92146648793748,3.76141491118939
17,29,26,30,452.578319736945,0.0138830894746165,6.63666679704752,5.6030093003874,4.41679806797842
17,30,7,29,54.8911115568758,0.114466352182889,3.60514940974173,4.58824721369626,2.87170396277706
17,30,7,31,-52.3037466100111,-0.120128780716771,3.60514940974173,5.23762639272563,2.94114433556732
17,30,11,31,-108.09604065672,-0.0581259523383756,3.60514940974173,3.07946635666591,6.48454855740371
17,30,12,31,-428.296893007762,-0.0146701631736229,3.60514940974173,2.95500049406933,5.53783034341024
17,30,21,26,133.972585784553,0.0468990373693604,3.60514940974173,3.00345253442047,5.10485699280352
17,31,5,30,-55.3794687630297,-0.113456944378891,3.8208355856408,5.94469822264076,7.36724878896016
17,31,7,21,29.9850660685615,0.209543820674363,3.8208355856408,5.42562187282356,4.21943118483775
17,31,7,29,24.8206443612655,0.253143521003225,3.8208355856408,4.58824721369626,5.65029511573222
17,31,21,26,161.015223119446,0.0390223059997161,3.8208355856408,3.00345253442047,7.43099095866401
17,31,21,30,-122.71499789214,-0.0512014457491347,3.8208355856408,4.92146648793748,5.23873609220096
17,31,26,30,-69.6400358596218,-0.0902237517488509,3.8208355856408,5.6030093003874,6.70572310368616
17,31,29,30,-66.2775247675823,-0.0948011460779963,3.8208355856408,3.8131663524578,6.47227933976057
18,28,6,22,254.457474831112,0.0246924768523693,4.09423336285712,5.52335255335548,7.97631346799348
19,20,16,27,146.835205170119,0.0427907278768744,2.68605560699049,3.85273907422345,5.01951874458044
19,27,16,20,-35.1712839886309,-0.178645320688622,4.1555926814575,5.89021460338846,3.2004727263428
21,26,5,30,-237.685975559391,-0.0264348171674504,3.00345253442047,5.94469822264076,7.7338825191743
21,26,7,29,155.984052630222,0.0402809466816111,3.00345253442047,4.58824721369626,7.08692722939478
21,26,7,31,718.670450182727,0.00874279067071985,3.00345253442047,5.23762639272563,7.34437715700711
21,26,11,17,-152.166295892178,-0.0412915703200906,3.00345253442047,5.86552230912925,7.62454798212176
21,26,12,17,-277.80893601526,-0.0226169301725933,3.00345253442047,4.2127193194899,6.6023825728169
21,26,12,31,382.995511556136,0.0164053758271228,3.00345253442047,2.95500049406933,8.46456924492444
21,26,17,30,133.972585784553,0.0468990373693604,3.00345253442047,3.60514940974173,5.10485699280352
21,26,17,31,161.015223119446,0.0390223059997161,3.00345253442047,3.8208355856408,7.43099095866401
21,26,29,30,-265.545519868091,-0.023661424641247,3.00345253442047,3.8131663524578,6.79462995314906
21,29,5,30,-20.152277065601,-0.311785377241795,8.69507456877305,5.94469822264076,3.48422864060551
21,29,7,31,-116.478895704853,-0.0539426929587364,8.69507456877305,5.23762639272563,4.92515873465869
21,29,11,17,-217.054356242384,-0.0289475199482436,8.69507456877305,5.86552230912925,6.64128923731947
21,29,11,31,428.822546812966,0.014652180380618,8.69507456877305,3.07946635666591,8.44336602398528
21,29,12,17,-4128.62383743907,-0.00152185947535413,8.69507456877305,4.2127193194899,5.71046246277515
21,29,12,31,149.322902024709,0.0420778408535075,8.69507456877305,2.95500049406933,7.47104563812636
21,29,17,31,144.110745252538,0.0435997003288616,8.69507456877305,3.8208355856408,5.59321343966488
21,30,7,29,-40.9319450561766,-0.153503218538877,4.92146648793748,4.58824721369626,4.43168600281259
21,30,7,31,-21.7299812498486,-0.289148215773236,4.92146648793748,5.23762639272563,4.89684946701004
21,30,11,17,84.4480772138458,0.0744029410079856,4.92146648793748,5.86552230912925,5.88622726293413
21,30,11,31,270.809499003418,0.0232014952588509,4.92146648793748,3.07946635666591,7.78909156110786
21,30,12,17,70.7302145946486,0.0888331152844398,4.92146648793748,4.2127193194899,4.85825617393862
21,30,12,31,166.965361483228,0.037631669535305,4.92146648793748,2.95500049406933,6.7563572518758
21,30,17,31,-122.71499789214,-0.0512014457491347,4.92146648793748,3.8208355856408,5.23873609220096
21,31,5,30,-103.207261251251,-0.0608792950321933,7.86767756347926,5.94469822264076,7.42865461500568
21,31,7,29,-423.793621798122,-0.0148260497185412,7.86767756347926,4.58824721369626,5.85658033209668
21,31,17,30,-56.2845807558676,-0.111632443962454,7.86767756347926,3.60514940974173,3.06682866675111
21,31,26,30,36.121059402902,0.173947979683973,7.86767756347926,5.6030093003874,5.09621729704124
21,31,29,30,-111.637545648566,-0.0562820086260138,7.86767756347926,3.8131663524578,6.38440951545269
26,29,5,30,-22.0191798661358,-0.285350560074345,8.77553885469784,5.94469822264076,3.54058960712816
26,29,7,21,-21.4505067471429,-0.292915471939443,8.77553885469784,5.42562187282356,3.46946392349089
26,29,7,31,-100.233498146405,-0.0626854836294562,8.77553885469784,5.23762639272563,6.42573942373255
26,29,11,17,509.00515778108,0.012344050371847,8.77553885469784,5.86552230912925,8.0921028595172
26,29,12,17,297.850876982456,0.0210950706972391,8.77553885469784,4.2127193194899,7.13347082958554
26,29,12,31,244.744137375282,0.0256724650263846,8.77553885469784,2.95500049406933,8.93341188436881
26,29,17,21,-27.8445073302062,-0.225652593980841,8.77553885469784,4.66020229698187,4.4403514900014
26,29,17,30,82.6043080718418,0.076063651567846,8.77553885469784,3.60514940974173,3.49628983960025
26,29,17,31,1372.65545753245,0.00457739432914546,8.77553885469784,3.8208355856408,7.08859528960895
26,29,21,30,20.8248160312126,0.301716245548687,8.77553885469784,4.92146648793748,2.70777053831106
26,30,7,21,-13.3163759076831,-0.471838986127929,5.6030093003874,5.42562187282356,2.52882694535239
26,30,7,29,-32.4236260482406,-0.193784165220488,5.6030093003874,4.58824721369626,4.80296740032791
26,30,7,31,-21.0922289403245,-0.297891006443956,5.6030093003874,5.23762639272563,6.29049228471392
26,30,11,17,54.3084130357946,0.115694511328076,5.6030093003874,5.86552230912925,7.38791562265995
26,30,12,17,56.3766957780373,0.111450045457033,5.6030093003874,4.2127193194899,6.35907992486015
26,30,12,31,296.009533909237,0.0212262937081822,5.6030093003874,2.95500049406933,8.25808138644519
26,30,17,21,-23.7844725970513,-0.264171731432824,5.6030093003874,4.66020229698187,3.24235721027196
26,30,17,31,-69.6400358596218,-0.0902237517488509,5.6030093003874,3.8208355856408,6.70572310368616
29,30,7,21,-35.1165990433242,-0.178923514188486,3.8131663524578,5.42562187282356,4.50416008832698
29,30,7,31,-26.7135959734031,-0.2352055228145,3.8131663524578,5.23762639272563,5.54498633685801
29,30,11,17,60.7949422677527,0.103350460956229,3.8131663524578,5.86552230912925,7.83668013920953
29,30,12,17,69.5388972647411,0.0903549747597939,3.8131663524578,4.2127193194899,7.09331311492498
29,30,12,31,-1413.16761265057,-0.00444617131820244,3.8131663524578,2.95500049406933,8.55703021875454
29,30,17,21,-163.118535948842,-0.0385191374519825,3.8131663524578,4.66020229698187,5.49112646707618
29,30,17,31,-66.2775247675823,-0.0948011460779963,3.8131663524578,3.8208355856408,6.47227933976057
29,30,21,26,-265.545519868091,-0.023661424641247,3.8131663524578,3.00345253442047,6.79462995314906
30,31,7,21,28.816642683056,0.218040157428681,7.20986146753707,5.42562187282356,3.01598714676004
30,31,7,29,45.308001025892,0.138677168820336,7.20986146753707,4.58824721369626,3.90080760472169
30,31,11,17,-26.7597411108828,-0.234799928786467,7.20986146753707,5.86552230912925,3.17745975230865
30,31,12,17,-27.9196860075155,-0.225044984585008,7.20986146753707,4.2127193194899,2.58216513467111
30,31,17,21,-103.972886315732,-0.0604309982133188,7.20986146753707,4.66020229698187,3.16296860733536
30,31,21,26,-797.689423736609,-0.00787673136964424,7.20986146753707,3.00345253442047,6.4897648429213
