A,B,M,N,K,geomTerm,distAB,distMN,centroidSep
1,5,11,14,-7.87668986204332,-0.797693627301157,6.68228547860241,5.65382814373005,2.77228844343171
1,5,11,35,22.2035929033798,0.282980566907402,6.68228547860241,2.86131914138342,2.86431467370813
1,5,11,39,-14.9948053651554,-0.419024132302531,6.68228547860241,3.10216048573575,2.89086571956457
1,5,14,27,9.00187667733227,0.697986156931182,6.68228547860241,3.88341858152528,6.18909456199081
1,5,14,39,16.5927950103358,0.378669494998626,6.68228547860241,2.56274190338906,3.5106212206897
1,11,14,27,9.39113927857887,0.669054639782789,4.68834046436056,3.88341858152528,5.23312117438026
1,27,5,11,-136.776878313876,-0.045937481426948,4.94079133326752,5.02922950165604,7.65643633499965
1,27,11,14,-10.8795504328659,-0.577522513080944,4.94079133326752,5.65382814373005,4.2104274701546
1,27,11,35,228.368903356235,0.0275133138305542,4.94079133326752,2.86131914138342,7.51695518595353
1,27,11,39,-18.9490336590139,-0.331583415821879,4.94079133326752,3.10216048573575,5.48014529637505
1,27,14,39,25.54772859299,0.245939097259066,4.94079133326752,2.56274190338906,2.66034067419511
1,27,35,39,-17.4971944558254,-0.359096729652433,4.94079133326752,4.72652756652404,5.99721333062699
1,35,14,27,9.14488720241976,0.687070837299889,5.76739920486757,3.88341858152528,5.87546814749842
1,35,14,39,15.2885155056506,0.410974192023898,5.76739920486757,2.56274190338906,2.87504935231891
2,16,19,21,-713.820713352845,-0.00880218966702045,8.05815642957223,4.87750133091946,6.56334536004341
2,16,19,28,129.253699043658,0.048611261059982,8.05815642957223,3.84028183600034,3.52186248877739
2,16,19,29,-60.6233972116089,-0.103642910100333,8.05815642957223,3.15104527542045,6.6874833848088
2,19,16,21,-272.349595204504,-0.0230702942754941,8.80234087998851,4.35193517840192,6.26332037111526
2,19,16,28,-97.0348700567723,-0.0647518289404981,8.80234087998851,2.60245632838338,3.18077793113771
2,19,16,40,-52.4355091314326,-0.119826915219426,8.80234087998851,2.67394759871414,4.72721080825424
2,19,28,40,-114.083984823164,-0.0550750862789275,8.80234087998851,3.55629872962854,3.58722405509414
2,20,16,19,-449.12260349844,-0.0139899111250174,6.27577406546935,3.69267682947129,8.94860225294877
2,20,16,28,-156.837084007985,-0.040061860030882,6.27577406546935,2.60245632838338,7.13728932572369
2,20,16,40,242.731058768605,0.0258853784062687,6.27577406546935,2.67394759871414,7.25085302153116
2,20,19,28,-240.994078726744,-0.0260719489058646,6.27577406546935,3.84028183600034,8.1644753001019
2,20,28,40,95.2759426487224,0.0659472384371506,6.27577406546935,3.55629872962854,6.16925470086699
2,28,16,19,-55.4253179509572,-0.11336309000048,5.60409360264671,3.69267682947129,5.45192411580283
2,28,16,21,-32.7271344294303,-0.191987029011906,5.60409360264671,4.35193517840192,7.36630603444185
2,28,16,40,-56.0414657567311,-0.112116719688491,5.60409360264671,2.67394759871414,5.05470456332346
