A,B,M,N,K,geomTerm,distAB,distMN,centroidSep
1,2,3,4,-74.3308802673602,-0.0845299461620748,5,5,5
1,2,3,8,74.3308802673602,0.0845299461620748,5,5,5
1,2,3,11,-406.151482923494,-0.0154700538379252,5,5,6.61437827766148
1,2,3,15,406.151482923494,0.0154700538379252,5,5,6.61437827766148
1,2,4,5,-406.151482923494,-0.0154700538379252,5,5,6.61437827766148
1,2,4,11,90.9816840965796,0.0690598923241497,5,5,7.5
1,2,4,12,140.712052701055,0.0446527869259951,5,5,8.66025403784439
1,2,5,6,406.151482923494,0.0154700538379252,5,5,6.61437827766148
1,2,6,7,74.3308802673602,0.0845299461620748,5,5,5
1,2,6,9,140.712052701055,0.0446527869259951,5,5,8.66025403784439
1,2,6,13,90.9816840965796,0.0690598923241497,5,5,7.5
1,2,7,10,74.3308802673602,0.0845299461620748,5,5,5
1,2,7,13,-406.151482923494,-0.0154700538379252,5,5,6.61437827766148
1,2,7,19,406.151482923494,0.0154700538379252,5,5,6.61437827766148
1,2,8,14,406.151482923494,0.0154700538379252,5,5,6.61437827766148
1,2,8,15,-90.9816840965796,-0.0690598923241497,5,5,7.5
1,2,8,22,-140.712052701055,-0.0446527869259951,5,5,8.66025403784439
1,2,10,14,406.151482923494,0.0154700538379252,5,5,6.61437827766148
1,2,10,19,-90.9816840965796,-0.0690598923241497,5,5,7.5
1,2,10,21,-140.712052701055,-0.0446527869259951,5,5,8.66025403784439
1,2,11,15,203.075741461747,0.0309401076758503,5,5,8.66025403784439
1,2,13,19,203.075741461747,0.0309401076758503,5,5,8.66025403784439
1,3,2,7,-74.3308802673602,-0.0845299461620748,5,5,5
1,3,2,8,74.3308802673602,0.0845299461620748,5,5,5
1,3,2,10,-406.151482923494,-0.0154700538379252,5,5,6.61437827766148
1,3,2,14,406.151482923494,0.0154700538379252,5,5,6.61437827766148
1,3,4,5,-74.3308802673602,-0.0845299461620748,5,5,5
1,3,4,11,74.3308802673602,0.0845299461620748,5,5,5
1,3,4,12,-406.151482923494,-0.0154700538379252,5,5,6.61437827766148
1,3,4,16,406.151482923494,0.0154700538379252,5,5,6.61437827766148
1,3,5,6,-406.151482923494,-0.0154700538379252,5,5,6.61437827766148
1,3,5,9,140.712052701055,0.0446527869259951,5,5,8.66025403784439
1,3,5,12,90.9816840965796,0.0690598923241497,5,5,7.5
1,3,6,7,406.151482923494,0.0154700538379252,5,5,6.61437827766148
1,3,7,10,90.9816840965796,0.0690598923241497,5,5,7.5
1,3,7,13,140.712052701055,0.0446527869259951,5,5,8.66025403784439
1,3,8,14,-90.9816840965796,-0.0690598923241497,5,5,7.5
1,3,8,15,406.151482923494,0.0154700538379252,5,5,6.61437827766148
1,3,8,23,-140.712052701055,-0.0446527869259951,5,5,8.66025403784439
1,3,10,14,203.075741461747,0.0309401076758503,5,5,8.66025403784439
1,3,11,15,406.151482923494,0.0154700538379252,5,5,6.61437827766148
1,3,11,16,-90.9816840965796,-0.0690598923241497,5,5,7.5
1,3,11,24,-140.712052701055,-0.0446527869259951,5,5,8.66025403784439
1,3,12,16,203.075741461747,0.0309401076758503,5,5,8.66025403784439
1,4,2,3,74.3308802673602,0.0845299461620748,5,5,5
1,4,2,7,-406.151482923494,-0.0154700538379252,5,5,6.61437827766148
1,4,2,8,90.9816840965796,0.0690598923241497,5,5,7.5
1,4,2,10,140.712052701055,0.0446527869259951,5,5,8.66025403784439
1,4,3,8,-406.151482923494,-0.0154700538379252,5,5,6.61437827766148
1,4,3,11,74.3308802673602,0.0845299461620748,5,5,5
1,4,3,15,406.151482923494,0.0154700538379252,5,5,6.61437827766148
1,4,5,6,-74.3308802673602,-0.0845299461620748,5,5,5
1,4,5,9,-406.151482923494,-0.0154700538379252,5,5,6.61437827766148
1,4,5,12,74.3308802673602,0.0845299461620748,5,5,5
1,4,5,17,406.151482923494,0.0154700538379252,5,5,6.61437827766148
1,4,6,7,-406.151482923494,-0.0154700538379252,5,5,6.61437827766148
1,4,6,9,90.9816840965796,0.0690598923241497,5,5,7.5
1,4,6,13,140.712052701055,0.0446527869259951,5,5,8.66025403784439
1,4,8,15,203.075741461747,0.0309401076758503,5,5,8.66025403784439
1,4,9,17,203.075741461747,0.0309401076758503,5,5,8.66025403784439
1,4,11,15,-90.9816840965796,-0.0690598923241497,5,5,7.5
1,4,11,16,406.151482923494,0.0154700538379252,5,5,6.61437827766148
1,4,11,25,-140.712052701055,-0.0446527869259951,5,5,8.66025403784439
1,4,12,16,406.151482923494,0.0154700538379252,5,5,6.61437827766148
1,4,12,17,-90.9816840965796,-0.0690598923241497,5,5,7.5
1,4,12,26,-140.712052701055,-0.0446527869259951,5,5,8.66025403784439
1,5,2,3,406.151482923494,0.0154700538379252,5,5,6.61437827766148
1,5,2,7,406.151482923494,0.0154700538379252,5,5,6.61437827766148
1,5,3,4,74.3308802673602,0.0845299461620748,5,5,5
1,5,3,8,140.712052701055,0.0446527869259951,5,5,8.66025403784439
1,5,3,11,90.9816840965796,0.0690598923241497,5,5,7.5
1,5,4,11,-406.151482923494,-0.0154700538379252,5,5,6.61437827766148
1,5,4,12,74.3308802673602,0.0845299461620748,5,5,5
1,5,4,16,406.151482923494,0.0154700538379252,5,5,6.61437827766148
1,5,6,7,-74.3308802673602,-0.0845299461620748,5,5,5
1,5,6,9,74.3308802673602,0.0845299461620748,5,5,5
1,5,6,13,-406.151482923494,-0.0154700538379252,5,5,6.61437827766148
1,5,6,18,406.151482923494,0.0154700538379252,5,5,6.61437827766148
1,5,7,10,140.712052701055,0.0446527869259951,5,5,8.66025403784439
1,5,7,13,90.9816840965796,0.0690598923241497,5,5,7.5
1,5,9,17,406.151482923494,0.0154700538379252,5,5,6.61437827766148
1,5,9,18,-90.9816840965796,-0.0690598923241497,5,5,7.5
1,5,9,28,-140.712052701055,-0.0446527869259951,5,5,8.66025403784439
1,5,11,16,203.075741461747,0.0309401076758503,5,5,8.66025403784439
1,5,12,16,-90.9816840965796,-0.0690598923241497,5,5,7.5
1,5,12,17,406.151482923494,0.0154700538379252,5,5,6.61437827766148
1,5,12,27,-140.712052701055,-0.0446527869259951,5,5,8.66025403784439
1,5,13,18,203.075741461747,0.0309401076758503,5,5,8.66025403784439
